Time,Delay/Advance Val,ICU packet checksum,ICU command count,sync_pulse_count
20160919T210029.446832,1,0,0,27,
20160816T211231.274957,0,1,144,144,
20160919T232533.446832,1,0,0,27,
20160816T211305.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T211323.274957,0,1,170,170,
20160920T030725.446832,1,0,0,28,
20160816T211357.274957,0,1,187,187,
20160920T053229.446832,1,0,0,28,
20160816T211431.274957,0,1,204,204,
20160920T075733.446832,1,0,0,28,
20160816T211505.274957,0,1,221,221,
20160920T102237.446832,1,0,0,28,
20160816T211539.274957,0,1,238,238,
20160920T124741.446832,1,0,0,28,
20160816T211613.274957,0,1,255,255,
20160920T151245.454645,1,0,0,28,
20160816T211647.274957,0,1,16,16,
20160920T173749.454645,1,0,0,28,
20160816T211721.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T211739.274957,0,1,42,42,
20160920T211941.454645,1,0,0,28,
20160816T211813.274957,0,1,59,59,
20160920T234445.454645,1,0,0,28,
20160816T211847.274957,0,1,76,76,
20160921T020949.454645,1,0,0,28,
20160816T211921.274957,0,1,93,93,
20160921T043453.454645,1,0,0,28,
20160816T211955.274957,0,1,110,110,
20160921T065957.454645,1,0,0,28,
20160816T212029.274957,0,1,127,127,
20160921T092501.454645,1,0,0,28,
20160816T212103.274957,0,1,144,144,
20160921T115005.454645,1,0,0,28,
20160816T212137.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T212155.274957,0,1,170,170,
20160921T153157.454645,1,0,0,29,
20160816T212229.274957,0,1,187,187,
20160921T175701.454645,1,0,0,29,
20160816T212303.274957,0,1,204,204,
20160921T202205.454645,1,0,0,29,
20160816T212337.274957,0,1,221,221,
20160921T224709.454645,1,0,0,29,
20160816T212411.274957,0,1,238,238,
20160922T011213.454645,1,0,0,29,
20160816T212445.274957,0,1,255,255,
20160922T033717.462457,1,0,0,29,
20160816T212519.274957,0,1,16,16,
20160922T060221.462457,1,0,0,29,
20160816T212553.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T212611.274957,0,1,42,42,
20160922T094413.462457,1,0,0,29,
20160816T212645.274957,0,1,59,59,
20160922T120917.462457,1,0,0,29,
20160816T212719.274957,0,1,76,76,
20160922T143421.462457,1,0,0,29,
20160816T212753.274957,0,1,93,93,
20160922T165925.462457,1,0,0,29,
20160816T212827.274957,0,1,110,110,
20160922T192429.462457,1,0,0,29,
20160816T212901.274957,0,1,127,127,
20160922T214933.462457,1,0,0,29,
20160816T212935.274957,0,1,144,144,
20160923T001437.462457,1,0,0,29,
20160816T213009.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T213027.274957,0,1,170,170,
20160923T035629.462457,1,0,0,30,
20160816T213101.274957,0,1,187,187,
20160923T062133.462457,1,0,0,30,
20160816T213135.274957,0,1,204,204,
20160923T084637.462457,1,0,0,30,
20160816T213209.274957,0,1,221,221,
20160923T111141.462457,1,0,0,30,
20160816T213243.274957,0,1,238,238,
20160923T133645.462457,1,0,0,30,
20160816T213317.274957,0,1,255,255,
20160923T160149.470269,1,0,0,30,
20160816T213351.274957,0,1,16,16,
20160923T182653.470269,1,0,0,30,
20160816T213425.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T213443.274957,0,1,42,42,
20160923T220845.470269,1,0,0,30,
20160816T213517.274957,0,1,59,59,
20160924T003349.470269,1,0,0,30,
20160816T213551.274957,0,1,76,76,
20160924T025853.470269,1,0,0,30,
20160816T213625.274957,0,1,93,93,
20160924T052357.470269,1,0,0,30,
20160816T213659.274957,0,1,110,110,
20160924T074901.470269,1,0,0,30,
20160816T213733.274957,0,1,127,127,
20160924T101405.470269,1,0,0,30,
20160816T213807.274957,0,1,144,144,
20160924T123909.470269,1,0,0,30,
20160816T213841.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T213859.274957,0,1,170,170,
20160924T162101.470269,1,0,0,31,
20160816T213933.274957,0,1,187,187,
20160924T184605.470269,1,0,0,31,
20160816T214007.274957,0,1,204,204,
20160924T211109.470269,1,0,0,31,
20160816T214041.274957,0,1,221,221,
20160924T233613.470269,1,0,0,31,
20160816T214115.274957,0,1,238,238,
20160925T020117.470269,1,0,0,31,
20160816T214149.274957,0,1,255,255,
20160925T042621.478082,1,0,0,31,
20160816T214223.274957,0,1,16,16,
20160925T065125.478082,1,0,0,31,
20160816T214257.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T214315.274957,0,1,42,42,
20160925T103317.478082,1,0,0,31,
20160816T214349.274957,0,1,59,59,
20160925T125821.478082,1,0,0,31,
20160816T214423.274957,0,1,76,76,
20160925T152325.478082,1,0,0,31,
20160816T214457.274957,0,1,93,93,
20160925T174829.478082,1,0,0,31,
20160816T214531.274957,0,1,110,110,
20160925T201333.478082,1,0,0,31,
20160816T214605.274957,0,1,127,127,
20160925T223837.478082,1,0,0,31,
20160816T214639.274957,0,1,144,144,
20160926T010341.478082,1,0,0,31,
20160816T214713.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T214731.274957,0,1,170,170,
20160926T044533.478082,1,0,0,32,
20160816T214805.274957,0,1,187,187,
20160926T071037.478082,1,0,0,32,
20160816T214839.274957,0,1,204,204,
20160926T093541.478082,1,0,0,32,
20160816T214913.274957,0,1,221,221,
20160926T120045.478082,1,0,0,32,
20160816T214947.274957,0,1,238,238,
20160926T142549.478082,1,0,0,32,
20160816T215021.274957,0,1,255,255,
20160926T165053.485895,1,0,0,32,
20160816T215055.274957,0,1,16,16,
20160926T191557.485895,1,0,0,32,
20160816T215129.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T215147.274957,0,1,42,42,
20160926T225749.485895,1,0,0,32,
20160816T215221.274957,0,1,59,59,
20160927T012253.485895,1,0,0,32,
20160816T215255.274957,0,1,76,76,
20160927T034757.485895,1,0,0,32,
20160816T215329.274957,0,1,93,93,
20160927T061301.485895,1,0,0,32,
20160816T215403.274957,0,1,110,110,
20160927T083805.485895,1,0,0,32,
20160816T215437.274957,0,1,127,127,
20160927T110309.485895,1,0,0,32,
20160816T215511.274957,0,1,144,144,
20160927T132813.485895,1,0,0,32,
20160816T215545.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T215603.274957,0,1,170,170,
20160927T171005.485895,1,0,0,33,
20160816T215637.274957,0,1,187,187,
20160927T193509.485895,1,0,0,33,
20160816T215711.274957,0,1,204,204,
20160927T220013.485895,1,0,0,33,
20160816T215745.274957,0,1,221,221,
20160928T002517.485895,1,0,0,33,
20160816T215819.274957,0,1,238,238,
20160928T025021.485895,1,0,0,33,
20160816T215853.274957,0,1,255,255,
20160928T051525.493707,1,0,0,33,
20160816T215927.274957,0,1,16,16,
20160928T074029.493707,1,0,0,33,
20160816T220001.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T220019.274957,0,1,42,42,
20160928T112221.493707,1,0,0,33,
20160816T220053.274957,0,1,59,59,
20160928T134725.493707,1,0,0,33,
20160816T220127.274957,0,1,76,76,
20160928T161229.493707,1,0,0,33,
20160816T220201.274957,0,1,93,93,
20160928T183733.493707,1,0,0,33,
20160816T220235.274957,0,1,110,110,
20160928T210237.493707,1,0,0,33,
20160816T220309.274957,0,1,127,127,
20160928T232741.493707,1,0,0,33,
20160816T220343.274957,0,1,144,144,
20160929T015245.493707,1,0,0,33,
20160816T220417.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T220435.274957,0,1,170,170,
20160929T053437.493707,1,0,0,34,
20160816T220509.274957,0,1,187,187,
20160929T075941.493707,1,0,0,34,
20160816T220543.274957,0,1,204,204,
20160929T102445.493707,1,0,0,34,
20160816T220617.274957,0,1,221,221,
20160929T124949.493707,1,0,0,34,
20160816T220651.274957,0,1,238,238,
20160929T151453.493707,1,0,0,34,
20160816T220725.274957,0,1,255,255,
20160929T173957.501519,1,0,0,34,
20160816T220759.274957,0,1,16,16,
20160929T200501.501519,1,0,0,34,
20160816T220833.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T220851.274957,0,1,42,42,
20160929T234653.501519,1,0,0,34,
20160816T220925.274957,0,1,59,59,
20160930T021157.501519,1,0,0,34,
20160816T220959.274957,0,1,76,76,
20160930T043701.501519,1,0,0,34,
20160816T221033.274957,0,1,93,93,
20160930T070205.501519,1,0,0,34,
20160816T221107.274957,0,1,110,110,
20160930T092709.501519,1,0,0,34,
20160816T221141.274957,0,1,127,127,
20160930T115213.501519,1,0,0,34,
20160816T221215.274957,0,1,144,144,
20160930T141717.501519,1,0,0,34,
20160816T221249.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T221307.274957,0,1,170,170,
20160930T175909.501519,1,0,0,35,
20160816T221341.274957,0,1,187,187,
20160930T202413.501519,1,0,0,35,
20160816T221415.274957,0,1,204,204,
20160930T224917.501519,1,0,0,35,
20160816T221449.274957,0,1,221,221,
20161001T011421.501519,1,0,0,35,
20160816T221523.274957,0,1,238,238,
20161001T033925.501519,1,0,0,35,
20160816T221557.274957,0,1,255,255,
20161001T060429.509332,1,0,0,35,
20160816T221631.274957,0,1,16,16,
20161001T082933.509332,1,0,0,35,
20160816T221705.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T221723.274957,0,1,42,42,
20161001T121125.509332,1,0,0,35,
20160816T221757.274957,0,1,59,59,
20161001T143629.509332,1,0,0,35,
20160816T221831.274957,0,1,76,76,
20161001T170133.509332,1,0,0,35,
20160816T221905.274957,0,1,93,93,
20161001T192637.509332,1,0,0,35,
20160816T221939.274957,0,1,110,110,
20161001T215141.509332,1,0,0,35,
20160816T222013.274957,0,1,127,127,
20161002T001645.509332,1,0,0,35,
20160816T222047.274957,0,1,144,144,
20161002T024149.509332,1,0,0,35,
20160816T222121.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T222139.274957,0,1,170,170,
20161002T062341.509332,1,0,0,36,
20160816T222213.274957,0,1,187,187,
20161002T084845.509332,1,0,0,36,
20160816T222247.274957,0,1,204,204,
20161002T111349.509332,1,0,0,36,
20160816T222321.274957,0,1,221,221,
20161002T133853.509332,1,0,0,36,
20160816T222355.274957,0,1,238,238,
20161002T160357.509332,1,0,0,36,
20160816T222429.274957,0,1,255,255,
20161002T182901.517145,1,0,0,36,
20160816T222503.274957,0,1,16,16,
20161002T205405.517145,1,0,0,36,
20160816T222537.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T222555.274957,0,1,42,42,
20161003T003557.517145,1,0,0,36,
20160816T222629.274957,0,1,59,59,
20161003T030101.517145,1,0,0,36,
20160816T222703.274957,0,1,76,76,
20161003T052605.517145,1,0,0,36,
20160816T222737.274957,0,1,93,93,
20161003T075109.517145,1,0,0,36,
20160816T222811.274957,0,1,110,110,
20161003T101613.517145,1,0,0,36,
20160816T222845.274957,0,1,127,127,
20161003T124117.517145,1,0,0,36,
20160816T222919.274957,0,1,144,144,
20161003T150621.517145,1,0,0,36,
20160816T222953.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T223011.274957,0,1,170,170,
20161003T184813.517145,1,0,0,37,
20160816T223045.274957,0,1,187,187,
20161003T211317.517145,1,0,0,37,
20160816T223119.274957,0,1,204,204,
20161003T233821.517145,1,0,0,37,
20160816T223153.274957,0,1,221,221,
20161004T020325.517145,1,0,0,37,
20160816T223227.274957,0,1,238,238,
20161004T042829.517145,1,0,0,37,
20160816T223301.274957,0,1,255,255,
20161004T065333.524957,1,0,0,37,
20160816T223335.274957,0,1,16,16,
20161004T091837.524957,1,0,0,37,
20160816T223409.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T223427.274957,0,1,42,42,
20161004T130029.524957,1,0,0,37,
20160816T223501.274957,0,1,59,59,
20161004T152533.524957,1,0,0,37,
20160816T223535.274957,0,1,76,76,
20161004T175037.524957,1,0,0,37,
20160816T223609.274957,0,1,93,93,
20161004T201541.524957,1,0,0,37,
20160816T223643.274957,0,1,110,110,
20161004T224045.524957,1,0,0,37,
20160816T223717.274957,0,1,127,127,
20161005T010549.524957,1,0,0,37,
20160816T223751.274957,0,1,144,144,
20161005T033053.524957,1,0,0,37,
20160816T223825.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T223843.274957,0,1,170,170,
20161005T071245.524957,1,0,0,38,
20160816T223917.274957,0,1,187,187,
20161005T093749.524957,1,0,0,38,
20160816T223951.274957,0,1,204,204,
20161005T120253.524957,1,0,0,38,
20160816T224025.274957,0,1,221,221,
20161005T142757.524957,1,0,0,38,
20160816T224059.274957,0,1,238,238,
20161005T165301.524957,1,0,0,38,
20160816T224133.274957,0,1,255,255,
20161005T191805.532769,1,0,0,38,
20160816T224207.274957,0,1,16,16,
20161005T214309.532769,1,0,0,38,
20160816T224241.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T224259.274957,0,1,42,42,
20161006T012501.532769,1,0,0,38,
20160816T224333.274957,0,1,59,59,
20161006T035005.532769,1,0,0,38,
20160816T224407.274957,0,1,76,76,
20161006T061509.532769,1,0,0,38,
20160816T224441.274957,0,1,93,93,
20161006T084013.532769,1,0,0,38,
20160816T224515.274957,0,1,110,110,
20161006T110517.532769,1,0,0,38,
20160816T224549.274957,0,1,127,127,
20161006T133021.532769,1,0,0,38,
20160816T224623.274957,0,1,144,144,
20161006T155525.532769,1,0,0,38,
20160816T224657.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T224715.274957,0,1,170,170,
20161006T193717.532769,1,0,0,39,
20160816T224749.274957,0,1,187,187,
20161006T220221.532769,1,0,0,39,
20160816T224823.274957,0,1,204,204,
20161007T002725.532769,1,0,0,39,
20160816T224857.274957,0,1,221,221,
20161007T025229.532769,1,0,0,39,
20160816T224931.274957,0,1,238,238,
20161007T051733.532769,1,0,0,39,
20160816T225005.274957,0,1,255,255,
20161007T074237.540582,1,0,0,39,
20160816T225039.274957,0,1,16,16,
20161007T100741.540582,1,0,0,39,
20160816T225113.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T225131.274957,0,1,42,42,
20161007T134933.540582,1,0,0,39,
20160816T225205.274957,0,1,59,59,
20161007T161437.540582,1,0,0,39,
20160816T225239.274957,0,1,76,76,
20161007T183941.540582,1,0,0,39,
20160816T225313.274957,0,1,93,93,
20161007T210445.540582,1,0,0,39,
20160816T225347.274957,0,1,110,110,
20161007T232949.540582,1,0,0,39,
20160816T225421.274957,0,1,127,127,
20161008T015453.540582,1,0,0,39,
20160816T225455.274957,0,1,144,144,
20161008T041957.540582,1,0,0,39,
20160816T225529.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T225547.274957,0,1,170,170,
20161008T080149.540582,1,0,0,40,
20160816T225621.274957,0,1,187,187,
20161008T102653.540582,1,0,0,40,
20160816T225655.274957,0,1,204,204,
20161008T125157.540582,1,0,0,40,
20160816T225729.274957,0,1,221,221,
20161008T151701.540582,1,0,0,40,
20160816T225803.274957,0,1,238,238,
20161008T174205.540582,1,0,0,40,
20160816T225837.274957,0,1,255,255,
20161008T200709.548395,1,0,0,40,
20160816T225911.274957,0,1,16,16,
20161008T223213.548395,1,0,0,40,
20160816T225945.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T230003.274957,0,1,42,42,
20161009T021405.548395,1,0,0,40,
20160816T230037.274957,0,1,59,59,
20161009T043909.548395,1,0,0,40,
20160816T230111.274957,0,1,76,76,
20161009T070413.548395,1,0,0,40,
20160816T230145.274957,0,1,93,93,
20161009T092917.548395,1,0,0,40,
20160816T230219.274957,0,1,110,110,
20161009T115421.548395,1,0,0,40,
20160816T230253.274957,0,1,127,127,
20161009T141925.548395,1,0,0,40,
20160816T230327.274957,0,1,144,144,
20161009T164429.548395,1,0,0,40,
20160816T230401.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T230419.274957,0,1,170,170,
20161009T202621.548395,1,0,0,41,
20160816T230453.274957,0,1,187,187,
20161009T225125.548395,1,0,0,41,
20160816T230527.274957,0,1,204,204,
20161010T011629.548395,1,0,0,41,
20160816T230601.274957,0,1,221,221,
20161010T034133.548395,1,0,0,41,
20160816T230635.274957,0,1,238,238,
20161010T060637.548395,1,0,0,41,
20160816T230709.274957,0,1,255,255,
20161010T083141.556207,1,0,0,41,
20160816T230743.274957,0,1,16,16,
20161010T105645.556207,1,0,0,41,
20160816T230817.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T230835.274957,0,1,42,42,
20161010T143837.556207,1,0,0,41,
20160816T230909.274957,0,1,59,59,
20161010T170341.556207,1,0,0,41,
20160816T230943.274957,0,1,76,76,
20161010T192845.556207,1,0,0,41,
20160816T231017.274957,0,1,93,93,
20161010T215349.556207,1,0,0,41,
20160816T231051.274957,0,1,110,110,
20161011T001853.556207,1,0,0,41,
20160816T231125.274957,0,1,127,127,
20161011T024357.556207,1,0,0,41,
20160816T231159.274957,0,1,144,144,
20161011T050901.556207,1,0,0,41,
20160816T231233.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T231251.274957,0,1,170,170,
20161011T085053.556207,1,0,0,42,
20160816T231325.274957,0,1,187,187,
20161011T111557.556207,1,0,0,42,
20160816T231359.274957,0,1,204,204,
20161011T134101.556207,1,0,0,42,
20160816T231433.274957,0,1,221,221,
20161011T160605.556207,1,0,0,42,
20160816T231507.274957,0,1,238,238,
20161011T183109.556207,1,0,0,42,
20160816T231541.274957,0,1,255,255,
20161011T205613.564019,1,0,0,42,
20160816T231615.274957,0,1,16,16,
20161011T232117.564019,1,0,0,42,
20160816T231649.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T231707.274957,0,1,42,42,
20161012T030309.564019,1,0,0,42,
20160816T231741.274957,0,1,59,59,
20161012T052813.564019,1,0,0,42,
20160816T231815.274957,0,1,76,76,
20161012T075317.564019,1,0,0,42,
20160816T231849.274957,0,1,93,93,
20161012T101821.564019,1,0,0,42,
20160816T231923.274957,0,1,110,110,
20161012T124325.564019,1,0,0,42,
20160816T231957.274957,0,1,127,127,
20161012T150829.564019,1,0,0,42,
20160816T232031.274957,0,1,144,144,
20161012T173333.564019,1,0,0,42,
20160816T232105.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T232123.274957,0,1,170,170,
20161012T211525.564019,1,0,0,43,
20160816T232157.274957,0,1,187,187,
20161012T234029.564019,1,0,0,43,
20160816T232231.274957,0,1,204,204,
20161013T020533.564019,1,0,0,43,
20160816T232305.274957,0,1,221,221,
20161013T043037.564019,1,0,0,43,
20160816T232339.274957,0,1,238,238,
20161013T065541.564019,1,0,0,43,
20160816T232413.274957,0,1,255,255,
20161013T092045.571832,1,0,0,43,
20160816T232447.274957,0,1,16,16,
20161013T114549.571832,1,0,0,43,
20160816T232521.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T232539.274957,0,1,42,42,
20161013T152741.571832,1,0,0,43,
20160816T232613.274957,0,1,59,59,
20161013T175245.571832,1,0,0,43,
20160816T232647.274957,0,1,76,76,
20161013T201749.571832,1,0,0,43,
20160816T232721.274957,0,1,93,93,
20161013T224253.571832,1,0,0,43,
20160816T232755.274957,0,1,110,110,
20161014T010757.571832,1,0,0,43,
20160816T232829.274957,0,1,127,127,
20161014T033301.571832,1,0,0,43,
20160816T232903.274957,0,1,144,144,
20161014T055805.571832,1,0,0,43,
20160816T232937.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T232955.274957,0,1,170,170,
20161014T093957.571832,1,0,0,44,
20160816T233029.274957,0,1,187,187,
20161014T120501.571832,1,0,0,44,
20160816T233103.274957,0,1,204,204,
20161014T143005.571832,1,0,0,44,
20160816T233137.274957,0,1,221,221,
20161014T165509.571832,1,0,0,44,
20160816T233211.274957,0,1,238,238,
20161014T192013.571832,1,0,0,44,
20160816T233245.274957,0,1,255,255,
20161014T214517.579645,1,0,0,44,
20160816T233319.274957,0,1,16,16,
20161015T001021.579645,1,0,0,44,
20160816T233353.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T233411.274957,0,1,42,42,
20161015T035213.579645,1,0,0,44,
20160816T233445.274957,0,1,59,59,
20161015T061717.579645,1,0,0,44,
20160816T233519.274957,0,1,76,76,
20161015T084221.579645,1,0,0,44,
20160816T233553.274957,0,1,93,93,
20161015T110725.579645,1,0,0,44,
20160816T233627.274957,0,1,110,110,
20161015T133229.579645,1,0,0,44,
20160816T233701.274957,0,1,127,127,
20161015T155733.579645,1,0,0,44,
20160816T233735.274957,0,1,144,144,
20161015T182237.579645,1,0,0,44,
20160816T233809.274957,0,1,161,161,
20160816T171421.274957,163,163,163,163,
20160816T233827.274957,0,1,170,170,
20161015T220429.579645,1,0,0,45,
20160816T233901.274957,0,1,187,187,
20161016T002933.579645,1,0,0,45,
20160816T233935.274957,0,1,204,204,
20161016T025437.579645,1,0,0,45,
20160816T234009.274957,0,1,221,221,
20161016T051941.579645,1,0,0,45,
20160816T234043.274957,0,1,238,238,
20161016T074445.579645,1,0,0,45,
20160816T234117.274957,0,1,255,255,
20161016T100949.587457,1,0,0,45,
20160816T234151.274957,0,1,16,16,
20161016T123453.587457,1,0,0,45,
20160816T234225.274957,0,1,33,33,
20160816T171421.274957,35,35,35,35,
20160816T234243.274957,0,1,42,42,
20161016T161645.587457,1,0,0,45,
20160816T234317.274957,0,1,59,59,
20161016T184149.587457,1,0,0,45,
20160816T234351.274957,0,1,76,76,
20161016T210653.587457,1,0,0,45,
20160816T234425.274957,0,1,93,93,
20161016T233157.587457,1,0,0,45,
20160816T234459.274957,0,1,110,110,
20161017T015701.587457,1,0,0,45,
20160816T234533.274957,0,1,127,127,
