Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160817T184445.274957,0,179,90,1,65021,65021,0,44541,173,256,179,23296,1,65278,65278,0,44542,173,173,1,0,0,179,92,0,
20170507T165718.634332,174,6,0,256,179,25600,1,1799,1799,0,44551,174,256,179,25856,1,2056,2056,8,0,0,174,8,0,174,
20160817T184519.274957,0,179,107,1,3598,3598,0,44558,174,256,179,27648,1,3855,3855,0,44559,174,174,1,0,0,179,109,0,
20170507T192222.634332,174,23,0,256,179,29952,1,6168,6168,0,44568,174,256,179,30208,1,6425,6425,25,0,0,174,25,0,174,
20160817T184553.274957,0,179,124,1,7967,7967,0,44575,174,256,179,32000,1,8224,8224,0,44576,174,174,1,0,0,179,126,0,
20160816T171421.274957,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T184611.274957,0,179,133,1,10280,10280,0,44584,174,256,179,34304,1,10537,10537,0,44585,174,174,1,0,0,179,135,0,
20170507T230414.634332,174,49,0,256,179,36608,1,12850,12850,0,44594,174,256,179,36864,1,13107,13107,51,0,0,174,51,0,174,
20160817T184645.274957,0,179,150,1,14649,14649,0,44601,174,256,179,38656,1,14906,14906,0,44602,174,174,1,0,0,179,152,0,
20170508T012918.634332,174,66,0,256,179,40960,1,17219,17219,0,44611,174,256,179,41216,1,17476,17476,68,0,0,174,68,0,174,
20160817T184719.274957,0,179,167,1,19018,19018,0,44618,174,256,179,43008,1,19275,19275,0,44619,174,174,1,0,0,179,169,0,
20170508T035422.634332,174,83,0,256,179,45312,1,21588,21588,0,44628,174,256,179,45568,1,21845,21845,85,0,0,174,85,0,174,
20160817T184753.274957,0,179,184,1,23387,23387,0,44635,174,256,179,47360,1,23644,23644,0,44636,174,174,1,0,0,179,186,0,
20170508T061926.634332,174,100,0,256,179,49664,1,25957,25957,0,44645,174,256,179,49920,1,26214,26214,102,0,0,174,102,0,174,
20160817T184827.274957,0,179,201,1,27756,27756,0,44652,174,256,179,51712,1,28013,28013,0,44653,174,174,1,0,0,179,203,0,
20170508T084430.634332,174,117,0,256,179,54016,1,30326,30326,0,44662,174,256,179,54272,1,30583,30583,119,0,0,174,119,0,174,
20160817T184901.274957,0,179,218,1,32125,32125,0,44669,174,256,179,56064,1,32382,32382,0,44670,174,174,1,0,0,179,220,0,
20170508T110934.634332,174,134,0,256,179,58368,1,34695,34695,0,44679,174,256,179,58624,1,34952,34952,136,0,0,174,136,0,174,
20160817T184935.274957,0,179,235,1,36494,36494,0,44686,174,256,179,60416,1,36751,36751,0,44687,174,174,1,0,0,179,237,0,
20170508T133438.634332,174,151,0,256,179,62720,1,39064,39064,0,44696,174,256,179,62976,1,39321,39321,153,0,0,174,153,0,174,
20160817T185009.274957,0,179,252,1,40863,40863,0,44703,174,256,179,64768,1,41120,41120,0,44704,174,174,1,0,0,179,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T185027.274957,0,180,5,1,43176,43176,0,44712,174,256,180,1536,1,43433,43433,0,44713,174,174,1,0,0,180,7,0,
20170508T171630.634332,174,177,0,256,180,3840,1,45746,45746,0,44722,174,256,180,4096,1,46003,46003,179,0,0,174,179,0,174,
20160817T185101.274957,0,180,22,1,47545,47545,0,44729,174,256,180,5888,1,47802,47802,0,44730,174,174,1,0,0,180,24,0,
20170508T194134.634332,174,194,0,256,180,8192,1,50115,50115,0,44739,174,256,180,8448,1,50372,50372,196,0,0,174,196,0,174,
20160817T185135.274957,0,180,39,1,51914,51914,0,44746,174,256,180,10240,1,52171,52171,0,44747,174,174,1,0,0,180,41,0,
20170508T220638.634332,174,211,0,256,180,12544,1,54484,54484,0,44756,174,256,180,12800,1,54741,54741,213,0,0,174,213,0,174,
20160817T185209.274957,0,180,56,1,56283,56283,0,44763,174,256,180,14592,1,56540,56540,0,44764,174,174,1,0,0,180,58,0,
20170509T003142.634332,174,228,0,256,180,16896,1,58853,58853,0,44773,174,256,180,17152,1,59110,59110,230,0,0,174,230,0,174,
20160817T185243.274957,0,180,73,1,60652,60652,0,44780,174,256,180,18944,1,60909,60909,0,44781,174,174,1,0,0,180,75,0,
20170509T025646.634332,174,245,0,256,180,21248,1,63222,63222,0,44790,174,256,180,21504,1,63479,63479,247,0,0,174,247,0,174,
20160817T185317.274957,0,180,90,1,65021,65021,0,44797,174,256,180,23296,1,65278,65278,0,44798,174,174,1,0,0,180,92,0,
20170509T052150.642145,175,6,0,256,180,25600,1,1799,1799,0,44807,175,256,180,25856,1,2056,2056,8,0,0,175,8,0,175,
20160817T185351.274957,0,180,107,1,3598,3598,0,44814,175,256,180,27648,1,3855,3855,0,44815,175,175,1,0,0,180,109,0,
20170509T074654.642145,175,23,0,256,180,29952,1,6168,6168,0,44824,175,256,180,30208,1,6425,6425,25,0,0,175,25,0,175,
20160817T185425.274957,0,180,124,1,7967,7967,0,44831,175,256,180,32000,1,8224,8224,0,44832,175,175,1,0,0,180,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T185443.274957,0,180,133,1,10280,10280,0,44840,175,256,180,34304,1,10537,10537,0,44841,175,175,1,0,0,180,135,0,
20170509T112846.642145,175,49,0,256,180,36608,1,12850,12850,0,44850,175,256,180,36864,1,13107,13107,51,0,0,175,51,0,175,
20160817T185517.274957,0,180,150,1,14649,14649,0,44857,175,256,180,38656,1,14906,14906,0,44858,175,175,1,0,0,180,152,0,
20170509T135350.642145,175,66,0,256,180,40960,1,17219,17219,0,44867,175,256,180,41216,1,17476,17476,68,0,0,175,68,0,175,
20160817T185551.274957,0,180,167,1,19018,19018,0,44874,175,256,180,43008,1,19275,19275,0,44875,175,175,1,0,0,180,169,0,
20170509T161854.642145,175,83,0,256,180,45312,1,21588,21588,0,44884,175,256,180,45568,1,21845,21845,85,0,0,175,85,0,175,
20160817T185625.274957,0,180,184,1,23387,23387,0,44891,175,256,180,47360,1,23644,23644,0,44892,175,175,1,0,0,180,186,0,
20170509T184358.642145,175,100,0,256,180,49664,1,25957,25957,0,44901,175,256,180,49920,1,26214,26214,102,0,0,175,102,0,175,
20160817T185659.274957,0,180,201,1,27756,27756,0,44908,175,256,180,51712,1,28013,28013,0,44909,175,175,1,0,0,180,203,0,
20170509T210902.642145,175,117,0,256,180,54016,1,30326,30326,0,44918,175,256,180,54272,1,30583,30583,119,0,0,175,119,0,175,
20160817T185733.274957,0,180,218,1,32125,32125,0,44925,175,256,180,56064,1,32382,32382,0,44926,175,175,1,0,0,180,220,0,
20170509T233406.642145,175,134,0,256,180,58368,1,34695,34695,0,44935,175,256,180,58624,1,34952,34952,136,0,0,175,136,0,175,
20160817T185807.274957,0,180,235,1,36494,36494,0,44942,175,256,180,60416,1,36751,36751,0,44943,175,175,1,0,0,180,237,0,
20170510T015910.642145,175,151,0,256,180,62720,1,39064,39064,0,44952,175,256,180,62976,1,39321,39321,153,0,0,175,153,0,175,
20160817T185841.274957,0,180,252,1,40863,40863,0,44959,175,256,180,64768,1,41120,41120,0,44960,175,175,1,0,0,180,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T185859.274957,0,181,5,1,43176,43176,0,44968,175,256,181,1536,1,43433,43433,0,44969,175,175,1,0,0,181,7,0,
20170510T054102.642145,175,177,0,256,181,3840,1,45746,45746,0,44978,175,256,181,4096,1,46003,46003,179,0,0,175,179,0,175,
20160817T185933.274957,0,181,22,1,47545,47545,0,44985,175,256,181,5888,1,47802,47802,0,44986,175,175,1,0,0,181,24,0,
20170510T080606.642145,175,194,0,256,181,8192,1,50115,50115,0,44995,175,256,181,8448,1,50372,50372,196,0,0,175,196,0,175,
20160817T190007.274957,0,181,39,1,51914,51914,0,45002,175,256,181,10240,1,52171,52171,0,45003,175,175,1,0,0,181,41,0,
20170510T103110.642145,175,211,0,256,181,12544,1,54484,54484,0,45012,175,256,181,12800,1,54741,54741,213,0,0,175,213,0,175,
20160817T190041.274957,0,181,56,1,56283,56283,0,45019,175,256,181,14592,1,56540,56540,0,45020,175,175,1,0,0,181,58,0,
20170510T125614.642145,175,228,0,256,181,16896,1,58853,58853,0,45029,175,256,181,17152,1,59110,59110,230,0,0,175,230,0,175,
20160817T190115.274957,0,181,73,1,60652,60652,0,45036,175,256,181,18944,1,60909,60909,0,45037,175,175,1,0,0,181,75,0,
20170510T152118.642145,175,245,0,256,181,21248,1,63222,63222,0,45046,175,256,181,21504,1,63479,63479,247,0,0,175,247,0,175,
20160817T190149.274957,0,181,90,1,65021,65021,0,45053,175,256,181,23296,1,65278,65278,0,45054,175,175,1,0,0,181,92,0,
20170510T174622.649957,176,6,0,256,181,25600,1,1799,1799,0,45063,176,256,181,25856,1,2056,2056,8,0,0,176,8,0,176,
20160817T190223.274957,0,181,107,1,3598,3598,0,45070,176,256,181,27648,1,3855,3855,0,45071,176,176,1,0,0,181,109,0,
20170510T201126.649957,176,23,0,256,181,29952,1,6168,6168,0,45080,176,256,181,30208,1,6425,6425,25,0,0,176,25,0,176,
20160817T190257.274957,0,181,124,1,7967,7967,0,45087,176,256,181,32000,1,8224,8224,0,45088,176,176,1,0,0,181,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T190315.274957,0,181,133,1,10280,10280,0,45096,176,256,181,34304,1,10537,10537,0,45097,176,176,1,0,0,181,135,0,
20170510T235318.649957,176,49,0,256,181,36608,1,12850,12850,0,45106,176,256,181,36864,1,13107,13107,51,0,0,176,51,0,176,
20160817T190349.274957,0,181,150,1,14649,14649,0,45113,176,256,181,38656,1,14906,14906,0,45114,176,176,1,0,0,181,152,0,
20170511T021822.649957,176,66,0,256,181,40960,1,17219,17219,0,45123,176,256,181,41216,1,17476,17476,68,0,0,176,68,0,176,
20160817T190423.274957,0,181,167,1,19018,19018,0,45130,176,256,181,43008,1,19275,19275,0,45131,176,176,1,0,0,181,169,0,
20170511T044326.649957,176,83,0,256,181,45312,1,21588,21588,0,45140,176,256,181,45568,1,21845,21845,85,0,0,176,85,0,176,
20160817T190457.274957,0,181,184,1,23387,23387,0,45147,176,256,181,47360,1,23644,23644,0,45148,176,176,1,0,0,181,186,0,
20170511T070830.649957,176,100,0,256,181,49664,1,25957,25957,0,45157,176,256,181,49920,1,26214,26214,102,0,0,176,102,0,176,
20160817T190531.274957,0,181,201,1,27756,27756,0,45164,176,256,181,51712,1,28013,28013,0,45165,176,176,1,0,0,181,203,0,
20170511T093334.649957,176,117,0,256,181,54016,1,30326,30326,0,45174,176,256,181,54272,1,30583,30583,119,0,0,176,119,0,176,
20160817T190605.274957,0,181,218,1,32125,32125,0,45181,176,256,181,56064,1,32382,32382,0,45182,176,176,1,0,0,181,220,0,
20170511T115838.649957,176,134,0,256,181,58368,1,34695,34695,0,45191,176,256,181,58624,1,34952,34952,136,0,0,176,136,0,176,
20160817T190639.274957,0,181,235,1,36494,36494,0,45198,176,256,181,60416,1,36751,36751,0,45199,176,176,1,0,0,181,237,0,
20170511T142342.649957,176,151,0,256,181,62720,1,39064,39064,0,45208,176,256,181,62976,1,39321,39321,153,0,0,176,153,0,176,
20160817T190713.274957,0,181,252,1,40863,40863,0,45215,176,256,181,64768,1,41120,41120,0,45216,176,176,1,0,0,181,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T190731.274957,0,182,5,1,43176,43176,0,45224,176,256,182,1536,1,43433,43433,0,45225,176,176,1,0,0,182,7,0,
20170511T180534.649957,176,177,0,256,182,3840,1,45746,45746,0,45234,176,256,182,4096,1,46003,46003,179,0,0,176,179,0,176,
20160817T190805.274957,0,182,22,1,47545,47545,0,45241,176,256,182,5888,1,47802,47802,0,45242,176,176,1,0,0,182,24,0,
20170511T203038.649957,176,194,0,256,182,8192,1,50115,50115,0,45251,176,256,182,8448,1,50372,50372,196,0,0,176,196,0,176,
20160817T190839.274957,0,182,39,1,51914,51914,0,45258,176,256,182,10240,1,52171,52171,0,45259,176,176,1,0,0,182,41,0,
20170511T225542.649957,176,211,0,256,182,12544,1,54484,54484,0,45268,176,256,182,12800,1,54741,54741,213,0,0,176,213,0,176,
20160817T190913.274957,0,182,56,1,56283,56283,0,45275,176,256,182,14592,1,56540,56540,0,45276,176,176,1,0,0,182,58,0,
20170512T012046.649957,176,228,0,256,182,16896,1,58853,58853,0,45285,176,256,182,17152,1,59110,59110,230,0,0,176,230,0,176,
20160817T190947.274957,0,182,73,1,60652,60652,0,45292,176,256,182,18944,1,60909,60909,0,45293,176,176,1,0,0,182,75,0,
20170512T034550.649957,176,245,0,256,182,21248,1,63222,63222,0,45302,176,256,182,21504,1,63479,63479,247,0,0,176,247,0,176,
20160817T191021.274957,0,182,90,1,65021,65021,0,45309,176,256,182,23296,1,65278,65278,0,45310,176,176,1,0,0,182,92,0,
20170512T061054.657769,177,6,0,256,182,25600,1,1799,1799,0,45319,177,256,182,25856,1,2056,2056,8,0,0,177,8,0,177,
20160817T191055.274957,0,182,107,1,3598,3598,0,45326,177,256,182,27648,1,3855,3855,0,45327,177,177,1,0,0,182,109,0,
20170512T083558.657769,177,23,0,256,182,29952,1,6168,6168,0,45336,177,256,182,30208,1,6425,6425,25,0,0,177,25,0,177,
20160817T191129.274957,0,182,124,1,7967,7967,0,45343,177,256,182,32000,1,8224,8224,0,45344,177,177,1,0,0,182,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T191147.274957,0,182,133,1,10280,10280,0,45352,177,256,182,34304,1,10537,10537,0,45353,177,177,1,0,0,182,135,0,
20170512T121750.657769,177,49,0,256,182,36608,1,12850,12850,0,45362,177,256,182,36864,1,13107,13107,51,0,0,177,51,0,177,
20160817T191221.274957,0,182,150,1,14649,14649,0,45369,177,256,182,38656,1,14906,14906,0,45370,177,177,1,0,0,182,152,0,
20170512T144254.657769,177,66,0,256,182,40960,1,17219,17219,0,45379,177,256,182,41216,1,17476,17476,68,0,0,177,68,0,177,
20160817T191255.274957,0,182,167,1,19018,19018,0,45386,177,256,182,43008,1,19275,19275,0,45387,177,177,1,0,0,182,169,0,
20170512T170758.657769,177,83,0,256,182,45312,1,21588,21588,0,45396,177,256,182,45568,1,21845,21845,85,0,0,177,85,0,177,
20160817T191329.274957,0,182,184,1,23387,23387,0,45403,177,256,182,47360,1,23644,23644,0,45404,177,177,1,0,0,182,186,0,
20170512T193302.657769,177,100,0,256,182,49664,1,25957,25957,0,45413,177,256,182,49920,1,26214,26214,102,0,0,177,102,0,177,
20160817T191403.274957,0,182,201,1,27756,27756,0,45420,177,256,182,51712,1,28013,28013,0,45421,177,177,1,0,0,182,203,0,
20170512T215806.657769,177,117,0,256,182,54016,1,30326,30326,0,45430,177,256,182,54272,1,30583,30583,119,0,0,177,119,0,177,
20160817T191437.274957,0,182,218,1,32125,32125,0,45437,177,256,182,56064,1,32382,32382,0,45438,177,177,1,0,0,182,220,0,
20170513T002310.657769,177,134,0,256,182,58368,1,34695,34695,0,45447,177,256,182,58624,1,34952,34952,136,0,0,177,136,0,177,
20160817T191511.274957,0,182,235,1,36494,36494,0,45454,177,256,182,60416,1,36751,36751,0,45455,177,177,1,0,0,182,237,0,
20170513T024814.657769,177,151,0,256,182,62720,1,39064,39064,0,45464,177,256,182,62976,1,39321,39321,153,0,0,177,153,0,177,
20160817T191545.274957,0,182,252,1,40863,40863,0,45471,177,256,182,64768,1,41120,41120,0,45472,177,177,1,0,0,182,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T191603.274957,0,183,5,1,43176,43176,0,45480,177,256,183,1536,1,43433,43433,0,45481,177,177,1,0,0,183,7,0,
20170513T063006.657769,177,177,0,256,183,3840,1,45746,45746,0,45490,177,256,183,4096,1,46003,46003,179,0,0,177,179,0,177,
20160817T191637.274957,0,183,22,1,47545,47545,0,45497,177,256,183,5888,1,47802,47802,0,45498,177,177,1,0,0,183,24,0,
20170513T085510.657769,177,194,0,256,183,8192,1,50115,50115,0,45507,177,256,183,8448,1,50372,50372,196,0,0,177,196,0,177,
20160817T191711.274957,0,183,39,1,51914,51914,0,45514,177,256,183,10240,1,52171,52171,0,45515,177,177,1,0,0,183,41,0,
20170513T112014.657769,177,211,0,256,183,12544,1,54484,54484,0,45524,177,256,183,12800,1,54741,54741,213,0,0,177,213,0,177,
20160817T191745.274957,0,183,56,1,56283,56283,0,45531,177,256,183,14592,1,56540,56540,0,45532,177,177,1,0,0,183,58,0,
20170513T134518.657769,177,228,0,256,183,16896,1,58853,58853,0,45541,177,256,183,17152,1,59110,59110,230,0,0,177,230,0,177,
20160817T191819.274957,0,183,73,1,60652,60652,0,45548,177,256,183,18944,1,60909,60909,0,45549,177,177,1,0,0,183,75,0,
20170513T161022.657769,177,245,0,256,183,21248,1,63222,63222,0,45558,177,256,183,21504,1,63479,63479,247,0,0,177,247,0,177,
20160817T191853.274957,0,183,90,1,65021,65021,0,45565,177,256,183,23296,1,65278,65278,0,45566,177,177,1,0,0,183,92,0,
20170513T183526.665582,178,6,0,256,183,25600,1,1799,1799,0,45575,178,256,183,25856,1,2056,2056,8,0,0,178,8,0,178,
20160817T191927.274957,0,183,107,1,3598,3598,0,45582,178,256,183,27648,1,3855,3855,0,45583,178,178,1,0,0,183,109,0,
20170513T210030.665582,178,23,0,256,183,29952,1,6168,6168,0,45592,178,256,183,30208,1,6425,6425,25,0,0,178,25,0,178,
20160817T192001.274957,0,183,124,1,7967,7967,0,45599,178,256,183,32000,1,8224,8224,0,45600,178,178,1,0,0,183,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T192019.274957,0,183,133,1,10280,10280,0,45608,178,256,183,34304,1,10537,10537,0,45609,178,178,1,0,0,183,135,0,
20170514T004222.665582,178,49,0,256,183,36608,1,12850,12850,0,45618,178,256,183,36864,1,13107,13107,51,0,0,178,51,0,178,
20160817T192053.274957,0,183,150,1,14649,14649,0,45625,178,256,183,38656,1,14906,14906,0,45626,178,178,1,0,0,183,152,0,
20170514T030726.665582,178,66,0,256,183,40960,1,17219,17219,0,45635,178,256,183,41216,1,17476,17476,68,0,0,178,68,0,178,
20160817T192127.274957,0,183,167,1,19018,19018,0,45642,178,256,183,43008,1,19275,19275,0,45643,178,178,1,0,0,183,169,0,
20170514T053230.665582,178,83,0,256,183,45312,1,21588,21588,0,45652,178,256,183,45568,1,21845,21845,85,0,0,178,85,0,178,
20160817T192201.274957,0,183,184,1,23387,23387,0,45659,178,256,183,47360,1,23644,23644,0,45660,178,178,1,0,0,183,186,0,
20170514T075734.665582,178,100,0,256,183,49664,1,25957,25957,0,45669,178,256,183,49920,1,26214,26214,102,0,0,178,102,0,178,
20160817T192235.274957,0,183,201,1,27756,27756,0,45676,178,256,183,51712,1,28013,28013,0,45677,178,178,1,0,0,183,203,0,
20170514T102238.665582,178,117,0,256,183,54016,1,30326,30326,0,45686,178,256,183,54272,1,30583,30583,119,0,0,178,119,0,178,
20160817T192309.274957,0,183,218,1,32125,32125,0,45693,178,256,183,56064,1,32382,32382,0,45694,178,178,1,0,0,183,220,0,
20170514T124742.665582,178,134,0,256,183,58368,1,34695,34695,0,45703,178,256,183,58624,1,34952,34952,136,0,0,178,136,0,178,
20160817T192343.274957,0,183,235,1,36494,36494,0,45710,178,256,183,60416,1,36751,36751,0,45711,178,178,1,0,0,183,237,0,
20170514T151246.665582,178,151,0,256,183,62720,1,39064,39064,0,45720,178,256,183,62976,1,39321,39321,153,0,0,178,153,0,178,
20160817T192417.274957,0,183,252,1,40863,40863,0,45727,178,256,183,64768,1,41120,41120,0,45728,178,178,1,0,0,183,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T192435.274957,0,184,5,1,43176,43176,0,45736,178,256,184,1536,1,43433,43433,0,45737,178,178,1,0,0,184,7,0,
20170514T185438.665582,178,177,0,256,184,3840,1,45746,45746,0,45746,178,256,184,4096,1,46003,46003,179,0,0,178,179,0,178,
20160817T192509.274957,0,184,22,1,47545,47545,0,45753,178,256,184,5888,1,47802,47802,0,45754,178,178,1,0,0,184,24,0,
20170514T211942.665582,178,194,0,256,184,8192,1,50115,50115,0,45763,178,256,184,8448,1,50372,50372,196,0,0,178,196,0,178,
20160817T192543.274957,0,184,39,1,51914,51914,0,45770,178,256,184,10240,1,52171,52171,0,45771,178,178,1,0,0,184,41,0,
20170514T234446.665582,178,211,0,256,184,12544,1,54484,54484,0,45780,178,256,184,12800,1,54741,54741,213,0,0,178,213,0,178,
20160817T192617.274957,0,184,56,1,56283,56283,0,45787,178,256,184,14592,1,56540,56540,0,45788,178,178,1,0,0,184,58,0,
20170515T020950.665582,178,228,0,256,184,16896,1,58853,58853,0,45797,178,256,184,17152,1,59110,59110,230,0,0,178,230,0,178,
20160817T192651.274957,0,184,73,1,60652,60652,0,45804,178,256,184,18944,1,60909,60909,0,45805,178,178,1,0,0,184,75,0,
20170515T043454.665582,178,245,0,256,184,21248,1,63222,63222,0,45814,178,256,184,21504,1,63479,63479,247,0,0,178,247,0,178,
20160817T192725.274957,0,184,90,1,65021,65021,0,45821,178,256,184,23296,1,65278,65278,0,45822,178,178,1,0,0,184,92,0,
20170515T065958.673395,179,6,0,256,184,25600,1,1799,1799,0,45831,179,256,184,25856,1,2056,2056,8,0,0,179,8,0,179,
20160817T192759.274957,0,184,107,1,3598,3598,0,45838,179,256,184,27648,1,3855,3855,0,45839,179,179,1,0,0,184,109,0,
20170515T092502.673395,179,23,0,256,184,29952,1,6168,6168,0,45848,179,256,184,30208,1,6425,6425,25,0,0,179,25,0,179,
20160817T192833.274957,0,184,124,1,7967,7967,0,45855,179,256,184,32000,1,8224,8224,0,45856,179,179,1,0,0,184,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T192851.274957,0,184,133,1,10280,10280,0,45864,179,256,184,34304,1,10537,10537,0,45865,179,179,1,0,0,184,135,0,
20170515T130654.673395,179,49,0,256,184,36608,1,12850,12850,0,45874,179,256,184,36864,1,13107,13107,51,0,0,179,51,0,179,
20160817T192925.274957,0,184,150,1,14649,14649,0,45881,179,256,184,38656,1,14906,14906,0,45882,179,179,1,0,0,184,152,0,
20170515T153158.673395,179,66,0,256,184,40960,1,17219,17219,0,45891,179,256,184,41216,1,17476,17476,68,0,0,179,68,0,179,
20160817T192959.274957,0,184,167,1,19018,19018,0,45898,179,256,184,43008,1,19275,19275,0,45899,179,179,1,0,0,184,169,0,
20170515T175702.673395,179,83,0,256,184,45312,1,21588,21588,0,45908,179,256,184,45568,1,21845,21845,85,0,0,179,85,0,179,
20160817T193033.274957,0,184,184,1,23387,23387,0,45915,179,256,184,47360,1,23644,23644,0,45916,179,179,1,0,0,184,186,0,
20170515T202206.673395,179,100,0,256,184,49664,1,25957,25957,0,45925,179,256,184,49920,1,26214,26214,102,0,0,179,102,0,179,
20160817T193107.274957,0,184,201,1,27756,27756,0,45932,179,256,184,51712,1,28013,28013,0,45933,179,179,1,0,0,184,203,0,
20170515T224710.673395,179,117,0,256,184,54016,1,30326,30326,0,45942,179,256,184,54272,1,30583,30583,119,0,0,179,119,0,179,
20160817T193141.274957,0,184,218,1,32125,32125,0,45949,179,256,184,56064,1,32382,32382,0,45950,179,179,1,0,0,184,220,0,
20170516T011214.673395,179,134,0,256,184,58368,1,34695,34695,0,45959,179,256,184,58624,1,34952,34952,136,0,0,179,136,0,179,
20160817T193215.274957,0,184,235,1,36494,36494,0,45966,179,256,184,60416,1,36751,36751,0,45967,179,179,1,0,0,184,237,0,
20170516T033718.673395,179,151,0,256,184,62720,1,39064,39064,0,45976,179,256,184,62976,1,39321,39321,153,0,0,179,153,0,179,
20160817T193249.274957,0,184,252,1,40863,40863,0,45983,179,256,184,64768,1,41120,41120,0,45984,179,179,1,0,0,184,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T193307.274957,0,185,5,1,43176,43176,0,45992,179,256,185,1536,1,43433,43433,0,45993,179,179,1,0,0,185,7,0,
20170516T071910.673395,179,177,0,256,185,3840,1,45746,45746,0,46002,179,256,185,4096,1,46003,46003,179,0,0,179,179,0,179,
20160817T193341.274957,0,185,22,1,47545,47545,0,46009,179,256,185,5888,1,47802,47802,0,46010,179,179,1,0,0,185,24,0,
20170516T094414.673395,179,194,0,256,185,8192,1,50115,50115,0,46019,179,256,185,8448,1,50372,50372,196,0,0,179,196,0,179,
20160817T193415.274957,0,185,39,1,51914,51914,0,46026,179,256,185,10240,1,52171,52171,0,46027,179,179,1,0,0,185,41,0,
20170516T120918.673395,179,211,0,256,185,12544,1,54484,54484,0,46036,179,256,185,12800,1,54741,54741,213,0,0,179,213,0,179,
20160817T193449.274957,0,185,56,1,56283,56283,0,46043,179,256,185,14592,1,56540,56540,0,46044,179,179,1,0,0,185,58,0,
20170516T143422.673395,179,228,0,256,185,16896,1,58853,58853,0,46053,179,256,185,17152,1,59110,59110,230,0,0,179,230,0,179,
20160817T193523.274957,0,185,73,1,60652,60652,0,46060,179,256,185,18944,1,60909,60909,0,46061,179,179,1,0,0,185,75,0,
20170516T165926.673395,179,245,0,256,185,21248,1,63222,63222,0,46070,179,256,185,21504,1,63479,63479,247,0,0,179,247,0,179,
20160817T193557.274957,0,185,90,1,65021,65021,0,46077,179,256,185,23296,1,65278,65278,0,46078,179,179,1,0,0,185,92,0,
20170516T192430.681207,180,6,0,256,185,25600,1,1799,1799,0,46087,180,256,185,25856,1,2056,2056,8,0,0,180,8,0,180,
20160817T193631.274957,0,185,107,1,3598,3598,0,46094,180,256,185,27648,1,3855,3855,0,46095,180,180,1,0,0,185,109,0,
20170516T214934.681207,180,23,0,256,185,29952,1,6168,6168,0,46104,180,256,185,30208,1,6425,6425,25,0,0,180,25,0,180,
20160817T193705.274957,0,185,124,1,7967,7967,0,46111,180,256,185,32000,1,8224,8224,0,46112,180,180,1,0,0,185,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T193723.274957,0,185,133,1,10280,10280,0,46120,180,256,185,34304,1,10537,10537,0,46121,180,180,1,0,0,185,135,0,
20170517T013126.681207,180,49,0,256,185,36608,1,12850,12850,0,46130,180,256,185,36864,1,13107,13107,51,0,0,180,51,0,180,
20160817T193757.274957,0,185,150,1,14649,14649,0,46137,180,256,185,38656,1,14906,14906,0,46138,180,180,1,0,0,185,152,0,
20170517T035630.681207,180,66,0,256,185,40960,1,17219,17219,0,46147,180,256,185,41216,1,17476,17476,68,0,0,180,68,0,180,
