Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160818T191355.274957,1,95,133,1,10280,10280,1,23080,346,256,351,34304,1,10537,10537,1,23081,346,90,1,0,1,95,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T191811.274957,1,96,5,1,43176,43176,1,23208,346,256,352,1536,1,43433,43433,1,23209,346,90,1,0,1,96,7,0,
20160818T192119.274957,1,96,99,1,1542,1542,1,23302,347,256,352,25600,1,1799,1799,1,23303,347,91,1,0,1,96,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T192227.274957,1,96,133,1,10280,10280,1,23336,347,256,352,34304,1,10537,10537,1,23337,347,91,1,0,1,96,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T192643.274957,1,97,5,1,43176,43176,1,23464,347,256,353,1536,1,43433,43433,1,23465,347,91,1,0,1,97,7,0,
20160818T192951.274957,1,97,99,1,1542,1542,1,23558,348,256,353,25600,1,1799,1799,1,23559,348,92,1,0,1,97,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T193059.274957,1,97,133,1,10280,10280,1,23592,348,256,353,34304,1,10537,10537,1,23593,348,92,1,0,1,97,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T193515.274957,1,98,5,1,43176,43176,1,23720,348,256,354,1536,1,43433,43433,1,23721,348,92,1,0,1,98,7,0,
20160818T193823.274957,1,98,99,1,1542,1542,1,23814,349,256,354,25600,1,1799,1799,1,23815,349,93,1,0,1,98,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T193931.274957,1,98,133,1,10280,10280,1,23848,349,256,354,34304,1,10537,10537,1,23849,349,93,1,0,1,98,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T194347.274957,1,99,5,1,43176,43176,1,23976,349,256,355,1536,1,43433,43433,1,23977,349,93,1,0,1,99,7,0,
20160818T194655.274957,1,99,99,1,1542,1542,1,24070,350,256,355,25600,1,1799,1799,1,24071,350,94,1,0,1,99,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T194803.274957,1,99,133,1,10280,10280,1,24104,350,256,355,34304,1,10537,10537,1,24105,350,94,1,0,1,99,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T195219.274957,1,100,5,1,43176,43176,1,24232,350,256,356,1536,1,43433,43433,1,24233,350,94,1,0,1,100,7,0,
20160818T195527.274957,1,100,99,1,1542,1542,1,24326,351,256,356,25600,1,1799,1799,1,24327,351,95,1,0,1,100,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T195635.274957,1,100,133,1,10280,10280,1,24360,351,256,356,34304,1,10537,10537,1,24361,351,95,1,0,1,100,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T200051.274957,1,101,5,1,43176,43176,1,24488,351,256,357,1536,1,43433,43433,1,24489,351,95,1,0,1,101,7,0,
20160818T200359.274957,1,101,99,1,1542,1542,1,24582,352,256,357,25600,1,1799,1799,1,24583,352,96,1,0,1,101,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T200507.274957,1,101,133,1,10280,10280,1,24616,352,256,357,34304,1,10537,10537,1,24617,352,96,1,0,1,101,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T200923.274957,1,102,5,1,43176,43176,1,24744,352,256,358,1536,1,43433,43433,1,24745,352,96,1,0,1,102,7,0,
20160818T201231.274957,1,102,99,1,1542,1542,1,24838,353,256,358,25600,1,1799,1799,1,24839,353,97,1,0,1,102,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T201339.274957,1,102,133,1,10280,10280,1,24872,353,256,358,34304,1,10537,10537,1,24873,353,97,1,0,1,102,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T201755.274957,1,103,5,1,43176,43176,1,25000,353,256,359,1536,1,43433,43433,1,25001,353,97,1,0,1,103,7,0,
20160818T202103.274957,1,103,99,1,1542,1542,1,25094,354,256,359,25600,1,1799,1799,1,25095,354,98,1,0,1,103,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T202211.274957,1,103,133,1,10280,10280,1,25128,354,256,359,34304,1,10537,10537,1,25129,354,98,1,0,1,103,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T202627.274957,1,104,5,1,43176,43176,1,25256,354,256,360,1536,1,43433,43433,1,25257,354,98,1,0,1,104,7,0,
20160818T202935.274957,1,104,99,1,1542,1542,1,25350,355,256,360,25600,1,1799,1799,1,25351,355,99,1,0,1,104,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T203043.274957,1,104,133,1,10280,10280,1,25384,355,256,360,34304,1,10537,10537,1,25385,355,99,1,0,1,104,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T203459.274957,1,105,5,1,43176,43176,1,25512,355,256,361,1536,1,43433,43433,1,25513,355,99,1,0,1,105,7,0,
20160818T203807.274957,1,105,99,1,1542,1542,1,25606,356,256,361,25600,1,1799,1799,1,25607,356,100,1,0,1,105,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T203915.274957,1,105,133,1,10280,10280,1,25640,356,256,361,34304,1,10537,10537,1,25641,356,100,1,0,1,105,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T204331.274957,1,106,5,1,43176,43176,1,25768,356,256,362,1536,1,43433,43433,1,25769,356,100,1,0,1,106,7,0,
20160818T204639.274957,1,106,99,1,1542,1542,1,25862,357,256,362,25600,1,1799,1799,1,25863,357,101,1,0,1,106,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T204747.274957,1,106,133,1,10280,10280,1,25896,357,256,362,34304,1,10537,10537,1,25897,357,101,1,0,1,106,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T205203.274957,1,107,5,1,43176,43176,1,26024,357,256,363,1536,1,43433,43433,1,26025,357,101,1,0,1,107,7,0,
20160818T205511.274957,1,107,99,1,1542,1542,1,26118,358,256,363,25600,1,1799,1799,1,26119,358,102,1,0,1,107,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T205619.274957,1,107,133,1,10280,10280,1,26152,358,256,363,34304,1,10537,10537,1,26153,358,102,1,0,1,107,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T210035.274957,1,108,5,1,43176,43176,1,26280,358,256,364,1536,1,43433,43433,1,26281,358,102,1,0,1,108,7,0,
20160818T210343.274957,1,108,99,1,1542,1542,1,26374,359,256,364,25600,1,1799,1799,1,26375,359,103,1,0,1,108,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T210451.274957,1,108,133,1,10280,10280,1,26408,359,256,364,34304,1,10537,10537,1,26409,359,103,1,0,1,108,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T210907.274957,1,109,5,1,43176,43176,1,26536,359,256,365,1536,1,43433,43433,1,26537,359,103,1,0,1,109,7,0,
20160818T211215.274957,1,109,99,1,1542,1542,1,26630,360,256,365,25600,1,1799,1799,1,26631,360,104,1,0,1,109,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T211323.274957,1,109,133,1,10280,10280,1,26664,360,256,365,34304,1,10537,10537,1,26665,360,104,1,0,1,109,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T211739.274957,1,110,5,1,43176,43176,1,26792,360,256,366,1536,1,43433,43433,1,26793,360,104,1,0,1,110,7,0,
20160818T212047.274957,1,110,99,1,1542,1542,1,26886,361,256,366,25600,1,1799,1799,1,26887,361,105,1,0,1,110,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T212155.274957,1,110,133,1,10280,10280,1,26920,361,256,366,34304,1,10537,10537,1,26921,361,105,1,0,1,110,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T212611.274957,1,111,5,1,43176,43176,1,27048,361,256,367,1536,1,43433,43433,1,27049,361,105,1,0,1,111,7,0,
20160818T212919.274957,1,111,99,1,1542,1542,1,27142,362,256,367,25600,1,1799,1799,1,27143,362,106,1,0,1,111,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T213027.274957,1,111,133,1,10280,10280,1,27176,362,256,367,34304,1,10537,10537,1,27177,362,106,1,0,1,111,135,0,
20160816T171421.274957,0,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T205159.274957,1,107,1,368,24576,1,771,771,1,27395,363,256,368,24832,1,1028,1028,1,1,107,4,1,107,1,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,163,163,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T171421.274957,2,2,2,364,513,27649,1,29024,0,259,771,768,364,769,27649,1,29025,0,0,1,4,4,4,4,0,
20160818T214631.274957,1,113,103,1,2570,2570,1,27658,364,256,369,26624,1,2827,2827,1,27659,364,108,1,0,1,113,105,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T215149.274957,1,114,6,1,43433,43433,1,27817,364,256,370,1792,1,43690,43690,1,27818,364,108,1,0,1,114,8,0,
20160816T171421.274957,2,2,2,365,513,27905,1,29280,0,259,771,768,365,769,27905,1,29281,0,0,1,4,4,4,4,0,
20160818T215503.274957,1,114,103,1,2570,2570,1,27914,365,256,370,26624,1,2827,2827,1,27915,365,109,1,0,1,114,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T215603.274957,1,114,133,1,10280,10280,1,27944,365,256,370,34304,1,10537,10537,1,27945,365,109,1,0,1,114,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T220019.274957,1,115,5,1,43176,43176,1,28072,365,256,371,1536,1,43433,43433,1,28073,365,109,1,0,1,115,7,0,
20160818T220327.274957,1,115,99,1,1542,1542,1,28166,366,256,371,25600,1,1799,1799,1,28167,366,110,1,0,1,115,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T220435.274957,1,115,133,1,10280,10280,1,28200,366,256,371,34304,1,10537,10537,1,28201,366,110,1,0,1,115,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T220851.274957,1,116,5,1,43176,43176,1,28328,366,256,372,1536,1,43433,43433,1,28329,366,110,1,0,1,116,7,0,
20160818T221159.274957,1,116,99,1,1542,1542,1,28422,367,256,372,25600,1,1799,1799,1,28423,367,111,1,0,1,116,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T221307.274957,1,116,133,1,10280,10280,1,28456,367,256,372,34304,1,10537,10537,1,28457,367,111,1,0,1,116,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T221723.274957,1,117,5,1,43176,43176,1,28584,367,256,373,1536,1,43433,43433,1,28585,367,111,1,0,1,117,7,0,
20160818T222031.274957,1,117,99,1,1542,1542,1,28678,368,256,373,25600,1,1799,1799,1,28679,368,112,1,0,1,117,101,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T222557.274957,1,118,6,1,43433,43433,1,28841,368,256,374,1792,1,43690,43690,1,28842,368,112,1,0,1,118,8,0,
20160816T171421.274957,2,2,2,369,513,28929,1,30304,0,259,771,768,369,769,28929,1,30305,0,0,1,4,4,4,4,0,
20160818T222911.274957,1,118,103,1,2570,2570,1,28938,369,256,374,26624,1,2827,2827,1,28939,369,113,1,0,1,118,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T223011.274957,1,118,133,1,10280,10280,1,28968,369,256,374,34304,1,10537,10537,1,28969,369,113,1,0,1,118,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T223427.274957,1,119,5,1,43176,43176,1,29096,369,256,375,1536,1,43433,43433,1,29097,369,113,1,0,1,119,7,0,
20160818T223735.274957,1,119,99,1,1542,1542,1,29190,370,256,375,25600,1,1799,1799,1,29191,370,114,1,0,1,119,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T223843.274957,1,119,133,1,10280,10280,1,29224,370,256,375,34304,1,10537,10537,1,29225,370,114,1,0,1,119,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T224259.274957,1,120,5,1,43176,43176,1,29352,370,256,376,1536,1,43433,43433,1,29353,370,114,1,0,1,120,7,0,
20160818T224607.274957,1,120,99,1,1542,1542,1,29446,371,256,376,25600,1,1799,1799,1,29447,371,115,1,0,1,120,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T224715.274957,1,120,133,1,10280,10280,1,29480,371,256,376,34304,1,10537,10537,1,29481,371,115,1,0,1,120,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T225131.274957,1,121,5,1,43176,43176,1,29608,371,256,377,1536,1,43433,43433,1,29609,371,115,1,0,1,121,7,0,
20160818T225439.274957,1,121,99,1,1542,1542,1,29702,372,256,377,25600,1,1799,1799,1,29703,372,116,1,0,1,121,101,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T230005.274957,1,122,6,1,43433,43433,1,29865,372,256,378,1792,1,43690,43690,1,29866,372,116,1,0,1,122,8,0,
20160816T171421.274957,2,2,2,373,513,29953,1,31328,0,259,771,768,373,769,29953,1,31329,0,0,1,4,4,4,4,0,
20160818T230319.274957,1,122,103,1,2570,2570,1,29962,373,256,378,26624,1,2827,2827,1,29963,373,117,1,0,1,122,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T230419.274957,1,122,133,1,10280,10280,1,29992,373,256,378,34304,1,10537,10537,1,29993,373,117,1,0,1,122,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T230835.274957,1,123,5,1,43176,43176,1,30120,373,256,379,1536,1,43433,43433,1,30121,373,117,1,0,1,123,7,0,
20160818T231143.274957,1,123,99,1,1542,1542,1,30214,374,256,379,25600,1,1799,1799,1,30215,374,118,1,0,1,123,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T231251.274957,1,123,133,1,10280,10280,1,30248,374,256,379,34304,1,10537,10537,1,30249,374,118,1,0,1,123,135,0,
20160816T171421.274957,0,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T223423.274957,1,119,1,380,24576,1,771,771,1,30467,375,256,380,24832,1,1028,1028,1,1,119,4,1,119,1,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,163,163,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160816T171421.274957,2,2,2,376,513,30721,1,32096,0,259,771,768,376,769,30721,1,32097,0,0,1,4,4,4,4,0,
20160818T232855.274957,1,125,103,1,2570,2570,1,30730,376,256,381,26624,1,2827,2827,1,30731,376,120,1,0,1,125,105,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T233413.274957,1,126,6,1,43433,43433,1,30889,376,256,382,1792,1,43690,43690,1,30890,376,120,1,0,1,126,8,0,
20160816T171421.274957,2,2,2,377,513,30977,1,32352,0,259,771,768,377,769,30977,1,32353,0,0,1,4,4,4,4,0,
20160818T233727.274957,1,126,103,1,2570,2570,1,30986,377,256,382,26624,1,2827,2827,1,30987,377,121,1,0,1,126,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T233827.274957,1,126,133,1,10280,10280,1,31016,377,256,382,34304,1,10537,10537,1,31017,377,121,1,0,1,126,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T234243.274957,1,127,5,1,43176,43176,1,31144,377,256,383,1536,1,43433,43433,1,31145,377,121,1,0,1,127,7,0,
20160818T234551.274957,1,127,99,1,1542,1542,1,31238,378,256,383,25600,1,1799,1799,1,31239,378,122,1,0,1,127,101,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T235117.274957,1,128,6,1,43433,43433,1,31401,378,256,384,1792,1,43690,43690,1,31402,378,122,1,0,1,128,8,0,
20160816T171421.274957,2,2,2,379,513,31489,1,32864,0,259,771,768,379,769,31489,1,32865,0,0,1,4,4,4,4,0,
20160818T235431.274957,1,128,103,1,2570,2570,1,31498,379,256,384,26624,1,2827,2827,1,31499,379,123,1,0,1,128,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160818T235531.274957,1,128,133,1,10280,10280,1,31528,379,256,384,34304,1,10537,10537,1,31529,379,123,1,0,1,128,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160818T235947.274957,1,129,5,1,43176,43176,1,31656,379,256,385,1536,1,43433,43433,1,31657,379,123,1,0,1,129,7,0,
20160819T000255.274957,1,129,99,1,1542,1542,1,31750,380,256,385,25600,1,1799,1799,1,31751,380,124,1,0,1,129,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T000403.274957,1,129,133,1,10280,10280,1,31784,380,256,385,34304,1,10537,10537,1,31785,380,124,1,0,1,129,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T000819.274957,1,130,5,1,43176,43176,1,31912,380,256,386,1536,1,43433,43433,1,31913,380,124,1,0,1,130,7,0,
20160819T001127.274957,1,130,99,1,1542,1542,1,32006,381,256,386,25600,1,1799,1799,1,32007,381,125,1,0,1,130,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T001235.274957,1,130,133,1,10280,10280,1,32040,381,256,386,34304,1,10537,10537,1,32041,381,125,1,0,1,130,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T001651.274957,1,131,5,1,43176,43176,1,32168,381,256,387,1536,1,43433,43433,1,32169,381,125,1,0,1,131,7,0,
20160819T001959.274957,1,131,99,1,1542,1542,1,32262,382,256,387,25600,1,1799,1799,1,32263,382,126,1,0,1,131,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T002107.274957,1,131,133,1,10280,10280,1,32296,382,256,387,34304,1,10537,10537,1,32297,382,126,1,0,1,131,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T002523.274957,1,132,5,1,43176,43176,1,32424,382,256,388,1536,1,43433,43433,1,32425,382,126,1,0,1,132,7,0,
20160819T002831.274957,1,132,99,1,1542,1542,1,32518,383,256,388,25600,1,1799,1799,1,32519,383,127,1,0,1,132,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T002939.274957,1,132,133,1,10280,10280,1,32552,383,256,388,34304,1,10537,10537,1,32553,383,127,1,0,1,132,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T003355.274957,1,133,5,1,43176,43176,1,32680,383,256,389,1536,1,43433,43433,1,32681,383,127,1,0,1,133,7,0,
20160819T003703.274957,1,133,99,1,1542,1542,1,32774,384,256,389,25600,1,1799,1799,1,32775,384,128,1,0,1,133,101,0,
20160816T171421.274957,0,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160816T171421.274957,0,0,0,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T004229.274957,1,134,6,1,43433,43433,1,32937,384,256,390,1792,1,43690,43690,1,32938,384,128,1,0,1,134,8,0,
20160816T171421.274957,2,2,2,385,513,33025,1,34400,0,259,771,768,385,769,33025,1,34401,0,0,1,4,4,4,4,0,
20160819T004543.274957,1,134,103,1,2570,2570,1,33034,385,256,390,26624,1,2827,2827,1,33035,385,129,1,0,1,134,105,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160819T004643.274957,1,134,133,1,10280,10280,1,33064,385,256,390,34304,1,10537,10537,1,33065,385,129,1,0,1,134,135,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160819T005059.274957,1,135,5,1,43176,43176,1,33192,385,256,391,1536,1,43433,43433,1,33193,385,129,1,0,1,135,7,0,
20160819T005407.274957,1,135,99,1,1542,1542,1,33286,386,256,391,25600,1,1799,1799,1,33287,386,130,1,0,1,135,101,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
